G1	G13	-
G1	G8	-
G1	G10	-
G1	G15	+
G1	G18	+
G1	G5	+
G2	G12	-
G2	G3	-
G2	G6	-
G2	G1	+
G2	G7	+
G2	G10	+
G11	G12	-
G11	G16	-
G11	G3	-
G13	G1	-
G13	G25	-
G14	G12	-
G14	G21	-
G14	G6	-
G16	G23	-
G16	G6	-
G17	G4	-
G18	G19	+
G18	G35	+
G19	G12	+
G20	G23	-
G20	G10	-
G20	G18	+
G20	G40	+
G3	G34	-
G3	G1	+
G21	G8	-
G22	G14	-
G24	G1	+
G24	G6	+
G25	G6	+
G26	G12	-
G26	G40	-
G26	G3	+
G27	G39	-
G27	G2	+
G28	G16	-
G28	G10	+
G29	G11	+
G30	G6	-
G4	G1	-
G4	G2	-
G31	G6	-
G31	G3	+
G32	G10	-
G32	G3	+
G33	G11	-
G33	G10	+
G35	G8	+
G36	G24	+
G37	G1	+
G37	G11	+
G38	G2	+
G39	G4	+
G5	G3	-
G5	G22	+
G6	G11	-
G6	G3	-
G6	G34	-
G6	G18	+
G6	G9	+
G7	G1	-
G7	G36	-
G7	G17	+
G8	G27	-
G8	G15	+
G8	G6	+
G9	G6	-
G10	G29	-
G10	G30	-
G10	G38	-
