G1	G33	-
G1	G7	-
G1	G10	-
G1	G52	+
G2	G11	-
G2	G15	-
G2	G20	-
G2	G23	-
G2	G24	-
G2	G28	-
G2	G34	-
G2	G56	-
G2	G1	+
G2	G13	+
G2	G17	+
G2	G18	+
G2	G3	+
G2	G21	+
G2	G30	+
G2	G4	+
G2	G37	+
G2	G38	+
G2	G49	+
G2	G6	+
G2	G8	+
G2	G9	+
G11	G4	-
G11	G48	-
G12	G1	-
G12	G2	-
G13	G2	+
G13	G54	+
G14	G9	+
G15	G2	-
G15	G50	+
G16	G53	-
G16	G10	-
G16	G1	+
G17	G11	+
G18	G2	-
G19	G2	-
G19	G31	-
G19	G52	-
G19	G1	+
G20	G9	-
G20	G22	+
G3	G1	-
G3	G47	-
G3	G42	+
G3	G59	+
G21	G3	-
G22	G16	+
G22	G39	+
G23	G9	+
G24	G10	+
G25	G2	-
G25	G51	-
G25	G60	-
G26	G2	+
G27	G11	-
G27	G1	+
G28	G2	+
G29	G3	+
G29	G58	+
G30	G1	-
G4	G2	-
G4	G32	+
G31	G9	+
G32	G46	-
G32	G11	+
G33	G2	-
G34	G10	+
G35	G2	+
G35	G18	+
G36	G54	-
G36	G3	+
G36	G24	+
G37	G2	+
G38	G14	-
G40	G10	+
G5	G2	-
G5	G4	-
G41	G25	+
G41	G29	+
G42	G1	+
G43	G8	-
G43	G51	+
G44	G9	-
G44	G24	+
G45	G17	-
G45	G2	+
G46	G1	+
G47	G1	-
G48	G41	-
G49	G59	-
G49	G39	+
G49	G57	+
G50	G2	-
G6	G26	-
G6	G2	+
G53	G13	+
G55	G1	-
G55	G43	+
G56	G18	-
G57	G4	-
G57	G58	+
G60	G52	-
G7	G2	-
G8	G2	-
G9	G2	-
G9	G29	+
G10	G25	-
G10	G39	-
G10	G43	-
G10	G14	+
G10	G40	+
G10	G6	+
