G1	G13	-
G1	G14	-
G1	G16	-
G1	G18	-
G1	G21	-
G1	G22	-
G1	G27	-
G1	G28	-
G1	G32	-
G1	G35	-
G1	G5	-
G1	G43	-
G1	G44	-
G1	G48	-
G1	G50	-
G1	G60	-
G1	G7	-
G1	G8	-
G1	G10	-
G1	G17	+
G1	G19	+
G1	G3	+
G1	G23	+
G1	G4	+
G1	G34	+
G1	G46	+
G1	G6	+
G1	G59	+
G1	G9	+
G2	G1	-
G2	G25	-
G2	G4	-
G2	G5	+
G11	G1	-
G11	G4	-
G12	G3	+
G13	G1	+
G14	G60	-
G15	G8	-
G15	G7	+
G16	G34	-
G16	G42	-
G16	G29	+
G16	G40	+
G17	G4	+
G18	G4	+
G19	G6	-
G20	G16	-
G20	G17	+
G3	G2	-
G3	G25	+
G21	G51	-
G21	G8	-
G23	G1	+
G24	G13	-
G26	G16	-
G26	G3	-
G28	G4	-
G28	G53	-
G28	G57	+
G29	G16	+
G30	G35	+
G30	G8	+
G4	G27	-
G4	G54	-
G4	G24	+
G4	G49	+
G31	G16	+
G31	G9	+
G32	G9	-
G33	G1	-
G34	G58	-
G36	G28	-
G36	G4	-
G37	G1	-
G37	G41	-
G37	G57	+
G38	G12	-
G38	G1	+
G39	G1	+
G40	G16	+
G5	G12	-
G5	G6	-
G5	G7	-
G41	G28	-
G42	G3	-
G43	G1	-
G43	G59	+
G44	G16	+
G45	G16	-
G45	G15	+
G46	G1	-
G46	G52	+
G47	G4	+
G48	G56	+
G49	G4	+
G50	G15	-
G6	G16	-
G6	G22	-
G6	G33	-
G6	G14	+
G51	G4	-
G52	G6	-
G52	G55	-
G53	G4	-
G54	G2	+
G55	G6	-
G56	G16	-
G58	G28	-
G7	G30	-
G8	G47	-
G8	G48	-
G8	G1	+
G9	G1	-
G10	G39	-
G10	G1	+
G10	G37	+
