G1	G11	-
G1	G13	-
G1	G14	-
G1	G19	-
G1	G30	-
G1	G31	-
G1	G49	-
G1	G51	-
G1	G53	-
G1	G9	-
G1	G3	+
G1	G27	+
G1	G4	+
G1	G5	+
G1	G42	+
G1	G6	+
G1	G60	+
G1	G7	+
G2	G1	+
G2	G3	+
G2	G47	+
G2	G54	+
G11	G55	+
G12	G57	-
G12	G10	-
G12	G1	+
G12	G60	+
G13	G23	-
G13	G2	+
G14	G28	+
G14	G35	+
G14	G36	+
G15	G1	+
G15	G13	+
G15	G41	+
G17	G9	-
G17	G5	+
G18	G58	-
G18	G8	-
G18	G14	+
G20	G10	+
G3	G11	-
G21	G11	-
G21	G45	+
G22	G4	-
G22	G32	-
G22	G38	-
G23	G4	-
G24	G5	+
G24	G10	+
G25	G6	-
G25	G1	+
G25	G28	+
G26	G14	+
G26	G22	+
G27	G1	-
G28	G38	-
G29	G4	-
G29	G14	+
G30	G1	+
G30	G40	+
G4	G16	-
G4	G19	-
G4	G43	-
G4	G44	-
G4	G1	+
G4	G21	+
G4	G41	+
G31	G7	-
G32	G52	-
G33	G1	-
G33	G20	-
G33	G50	+
G34	G16	+
G35	G8	+
G37	G28	-
G37	G40	-
G37	G21	+
G39	G1	-
G39	G12	+
G5	G1	+
G42	G10	+
G43	G22	-
G44	G11	+
G45	G6	+
G46	G14	-
G46	G6	+
G47	G6	-
G48	G6	-
G48	G1	+
G49	G7	-
G50	G37	-
G6	G1	-
G6	G14	-
G6	G20	-
G6	G51	-
G6	G8	-
G52	G1	+
G53	G12	+
G54	G1	+
G55	G10	+
G56	G14	-
G56	G43	+
G57	G15	+
G58	G1	+
G59	G20	-
G59	G10	+
G7	G1	+
G7	G32	+
G8	G1	+
G8	G22	+
G8	G10	+
G9	G1	+
G10	G16	-
G10	G4	-
G10	G34	+
G10	G36	+
