G1	G3	-
G1	G23	-
G1	G4	-
G1	G6	-
G1	G7	-
G1	G73	-
G1	G89	-
G1	G94	-
G1	G13	+
G1	G14	+
G1	G29	+
G1	G5	+
G1	G51	+
G1	G58	+
G1	G8	+
G1	G82	+
G1	G90	+
G1	G10	+
G2	G3	-
G2	G66	-
G2	G1	+
G2	G32	+
G2	G7	+
G2	G97	+
G11	G3	-
G11	G1	+
G12	G1	-
G12	G20	-
G12	G47	-
G12	G21	+
G12	G10	+
G14	G1	+
G14	G21	+
G14	G72	+
G15	G10	-
G16	G1	+
G16	G18	+
G16	G35	+
G16	G5	+
G17	G3	-
G18	G7	-
G19	G25	-
G19	G4	+
G20	G1	-
G20	G47	-
G20	G65	+
G3	G98	-
G3	G17	+
G22	G6	-
G22	G56	+
G22	G66	+
G23	G1	+
G23	G90	+
G24	G2	-
G24	G18	-
G25	G31	-
G25	G85	-
G25	G1	+
G25	G46	+
G25	G94	+
G26	G1	-
G26	G6	+
G26	G57	+
G26	G96	+
G27	G12	-
G27	G45	+
G28	G4	-
G28	G63	-
G28	G2	+
G28	G92	+
G29	G27	+
G30	G25	+
G4	G13	-
G4	G15	-
G4	G33	-
G4	G1	+
G4	G64	+
G4	G65	+
G4	G71	+
G4	G80	+
G31	G27	+
G31	G57	+
G32	G41	-
G32	G7	-
G32	G100	-
G33	G40	-
G33	G5	-
G33	G61	-
G33	G68	+
G34	G1	-
G34	G25	-
G35	G50	-
G36	G4	-
G36	G83	-
G36	G1	+
G37	G1	-
G37	G4	+
G38	G4	-
G38	G1	+
G39	G28	+
G39	G31	+
G39	G75	+
G40	G74	-
G5	G1	-
G5	G30	-
G5	G48	-
G5	G56	-
G5	G86	-
G5	G19	+
G5	G27	+
G5	G59	+
G41	G60	-
G41	G98	-
G41	G4	+
G42	G21	-
G42	G28	-
G42	G50	-
G43	G16	-
G43	G52	-
G43	G7	-
G44	G1	-
G44	G10	+
G45	G37	+
G45	G97	+
G46	G2	+
G47	G72	+
G48	G2	+
G48	G60	+
G49	G33	-
G49	G5	+
G6	G1	+
G51	G7	-
G52	G38	+
G53	G26	+
G53	G33	+
G53	G83	+
G54	G19	+
G55	G1	-
G55	G59	-
G57	G81	-
G58	G1	+
G7	G35	+
G7	G54	+
G7	G55	+
G61	G41	+
G62	G43	-
G62	G14	+
G63	G28	-
G64	G5	-
G64	G70	-
G67	G12	+
G68	G33	-
G69	G40	-
G69	G1	+
G69	G82	+
G70	G7	-
G8	G22	-
G8	G1	+
G8	G40	+
G8	G74	+
G71	G1	+
G72	G79	-
G73	G51	-
G75	G5	-
G76	G2	+
G76	G23	+
G77	G7	-
G77	G27	+
G78	G31	-
G78	G45	+
G79	G4	-
G80	G1	-
G9	G1	-
G9	G3	-
G81	G53	-
G84	G1	-
G84	G4	-
G85	G46	-
G86	G1	+
G87	G4	+
G87	G86	+
G88	G1	-
G88	G32	-
G88	G95	+
G89	G1	-
G10	G1	-
G10	G67	+
G91	G10	-
G91	G25	+
G92	G77	-
G93	G74	-
G93	G7	+
G94	G95	-
G96	G1	-
G99	G1	-
G99	G88	-
G100	G41	+
