G1	G20	-
G1	G34	-
G1	G5	-
G2	G1	-
G2	G3	-
G2	G39	-
G2	G6	-
G2	G7	-
G2	G14	+
G2	G23	+
G2	G4	+
G2	G8	+
G11	G6	-
G11	G3	+
G11	G27	+
G12	G5	-
G12	G41	+
G13	G27	-
G14	G32	-
G14	G2	+
G16	G3	+
G16	G37	+
G16	G8	+
G17	G30	-
G17	G9	-
G18	G9	+
G19	G7	-
G19	G26	+
G19	G31	+
G3	G22	-
G3	G4	-
G3	G1	+
G3	G28	+
G3	G42	+
G3	G45	+
G3	G9	+
G21	G5	-
G21	G44	+
G22	G8	+
G23	G14	+
G24	G3	+
G25	G3	-
G25	G9	+
G27	G41	+
G28	G33	-
G29	G34	-
G29	G42	-
G29	G47	-
G29	G17	+
G30	G9	+
G31	G7	-
G32	G14	+
G33	G7	-
G35	G3	+
G35	G9	+
G36	G3	+
G36	G27	+
G37	G2	+
G38	G16	+
G38	G10	+
G40	G32	-
G40	G6	-
G5	G1	-
G5	G13	-
G5	G15	-
G5	G21	-
G5	G39	-
G5	G20	+
G43	G5	+
G43	G9	+
G45	G2	-
G46	G38	-
G46	G5	+
G47	G17	+
G48	G46	-
G48	G26	+
G49	G2	+
G50	G26	-
G50	G7	+
G6	G2	-
G6	G17	-
G6	G19	-
G6	G12	+
G6	G49	+
G7	G2	-
G7	G18	-
G7	G15	+
G7	G44	+
G8	G24	-
G8	G13	+
G8	G5	+
G8	G10	+
G9	G26	-
G9	G2	+
G9	G29	+
G10	G28	-
G10	G3	+
