G1	G15	-
G1	G35	-
G1	G48	-
G1	G67	-
G1	G4	+
G2	G1	+
G2	G3	+
G11	G7	-
G11	G3	+
G12	G3	-
G12	G25	-
G12	G28	-
G12	G31	-
G12	G47	-
G13	G40	-
G13	G10	-
G13	G6	+
G13	G70	+
G14	G45	-
G14	G3	+
G15	G1	+
G15	G20	+
G16	G20	+
G16	G3	+
G17	G3	+
G18	G3	-
G18	G6	+
G19	G1	-
G3	G14	-
G3	G16	-
G3	G23	-
G3	G25	-
G3	G26	-
G3	G4	-
G3	G41	-
G3	G42	-
G3	G43	-
G3	G46	-
G3	G50	-
G3	G53	-
G3	G56	-
G3	G63	-
G3	G1	+
G3	G12	+
G3	G19	+
G3	G22	+
G3	G29	+
G3	G33	+
G3	G36	+
G3	G5	+
G3	G44	+
G3	G54	+
G3	G7	+
G3	G10	+
G21	G3	-
G21	G46	-
G21	G22	+
G21	G52	+
G22	G37	-
G23	G3	-
G24	G12	-
G24	G52	-
G24	G4	+
G26	G27	-
G26	G34	-
G28	G41	-
G28	G51	-
G29	G28	+
G30	G24	-
G30	G6	+
G4	G21	-
G4	G8	-
G4	G28	+
G4	G37	+
G31	G12	+
G32	G3	-
G32	G42	+
G33	G12	-
G34	G21	+
G35	G3	-
G36	G68	-
G36	G10	-
G38	G11	+
G39	G13	+
G39	G10	+
G5	G17	-
G5	G6	-
G5	G1	+
G5	G63	+
G5	G9	+
G41	G61	+
G43	G3	+
G44	G13	+
G47	G12	-
G47	G64	-
G48	G24	+
G50	G3	-
G6	G3	+
G6	G32	+
G6	G38	+
G6	G57	+
G51	G3	-
G52	G61	-
G53	G3	+
G54	G5	+
G55	G7	-
G55	G3	+
G56	G13	+
G57	G48	-
G58	G3	-
G58	G52	-
G59	G3	-
G59	G10	+
G60	G24	-
G60	G46	-
G7	G3	+
G7	G49	+
G62	G3	-
G62	G26	+
G64	G11	+
G65	G3	+
G65	G53	+
G66	G13	-
G66	G5	-
G67	G4	+
G68	G52	-
G69	G1	-
G69	G43	-
G70	G3	-
G8	G3	-
G8	G26	+
G9	G1	-
G10	G3	-
G10	G27	-
G10	G40	+
G10	G45	+
G10	G49	+
