G1	G16	-
G1	G8	-
G1	G2	+
G1	G3	+
G1	G5	+
G2	G12	-
G2	G17	-
G2	G28	-
G2	G7	-
G2	G9	-
G2	G22	+
G2	G6	+
G11	G3	+
G11	G9	+
G12	G2	-
G13	G7	-
G14	G1	-
G14	G8	+
G15	G1	-
G16	G20	+
G17	G26	-
G17	G21	+
G17	G29	+
G17	G5	+
G18	G2	+
G19	G1	+
G20	G17	-
G20	G30	+
G3	G16	-
G3	G6	-
G3	G2	+
G3	G18	+
G21	G9	-
G22	G10	+
G23	G14	-
G23	G3	-
G24	G2	+
G24	G5	+
G25	G20	-
G25	G7	-
G27	G22	-
G27	G24	+
G4	G1	-
G4	G2	+
G5	G2	-
G5	G26	-
G5	G13	+
G5	G30	+
G6	G15	-
G6	G28	+
G7	G1	-
G8	G3	-
G8	G19	+
G9	G2	+
G10	G2	-
G10	G1	+
G10	G29	+
