G1	G13	-
G1	G17	-
G1	G18	-
G1	G22	-
G1	G28	-
G1	G2	+
G2	G3	-
G2	G5	-
G2	G9	-
G2	G10	-
G2	G14	+
G2	G16	+
G2	G20	+
G2	G23	+
G11	G7	+
G12	G11	-
G12	G5	+
G13	G3	+
G15	G10	+
G16	G29	+
G19	G11	-
G19	G27	+
G19	G6	+
G20	G3	-
G3	G17	-
G3	G24	-
G3	G25	-
G3	G1	+
G3	G15	+
G3	G6	+
G3	G7	+
G21	G18	-
G21	G3	+
G22	G19	-
G23	G1	+
G24	G6	+
G25	G18	+
G26	G9	+
G27	G8	-
G28	G5	+
G29	G10	+
G30	G1	+
G30	G4	+
G4	G2	-
G4	G9	-
G4	G3	+
G5	G2	-
G6	G1	-
G6	G26	-
G6	G11	+
G7	G18	-
G7	G1	+
G8	G4	-
G8	G2	+
G8	G14	+
G10	G3	-
G10	G16	+
