G1	G37	-
G1	G8	-
G2	G1	-
G2	G13	-
G2	G18	-
G2	G41	-
G2	G6	-
G2	G9	-
G2	G10	-
G2	G12	+
G2	G15	+
G2	G22	+
G2	G4	+
G2	G35	+
G2	G57	+
G2	G60	+
G2	G7	+
G11	G44	-
G12	G25	-
G13	G33	-
G13	G2	+
G13	G79	+
G14	G26	-
G14	G9	-
G14	G6	+
G15	G2	+
G15	G72	+
G18	G39	-
G18	G30	+
G19	G28	-
G19	G17	+
G20	G80	+
G3	G1	-
G3	G2	-
G3	G16	-
G3	G17	-
G3	G23	-
G3	G24	-
G3	G20	+
G3	G40	+
G3	G61	+
G3	G69	+
G21	G3	-
G21	G18	+
G22	G41	+
G22	G6	+
G23	G7	+
G24	G2	-
G25	G59	+
G27	G70	-
G27	G14	+
G28	G19	-
G29	G13	+
G30	G55	-
G30	G4	+
G30	G65	+
G4	G11	-
G4	G16	-
G4	G25	-
G4	G34	-
G4	G52	-
G4	G2	+
G4	G5	+
G4	G48	+
G31	G1	-
G31	G6	-
G31	G59	-
G31	G65	-
G31	G62	+
G32	G48	-
G32	G25	+
G34	G6	-
G35	G6	+
G36	G9	-
G36	G15	+
G37	G6	+
G38	G2	-
G38	G4	-
G38	G50	+
G39	G10	+
G40	G63	-
G40	G10	+
G5	G26	-
G5	G58	-
G5	G19	+
G5	G3	+
G5	G43	+
G5	G63	+
G42	G2	-
G43	G5	-
G44	G11	+
G45	G25	-
G45	G49	-
G45	G18	+
G46	G3	-
G46	G16	+
G47	G12	+
G47	G19	+
G49	G23	-
G50	G20	-
G6	G2	-
G6	G17	-
G6	G20	-
G6	G60	-
G6	G12	+
G6	G29	+
G6	G33	+
G6	G51	+
G51	G4	+
G52	G11	+
G53	G31	+
G54	G20	-
G54	G6	+
G55	G5	+
G55	G75	+
G56	G11	+
G56	G4	+
G57	G58	-
G57	G64	-
G57	G2	+
G7	G32	-
G7	G53	-
G7	G1	+
G61	G2	-
G62	G5	-
G66	G18	-
G66	G52	-
G67	G22	-
G68	G1	+
G68	G9	+
G69	G38	-
G70	G5	+
G8	G11	-
G8	G2	+
G8	G27	+
G71	G29	-
G71	G5	-
G72	G14	-
G73	G33	+
G73	G56	+
G74	G6	-
G74	G57	+
G75	G2	+
G76	G55	-
G76	G4	+
G77	G22	+
G77	G9	+
G78	G40	-
G78	G1	+
G79	G31	+
G80	G61	-
G9	G2	-
G9	G64	-
G9	G18	+
G10	G2	-
G10	G42	+
G10	G67	+
