G1	G60	-
G1	G7	-
G1	G2	+
G1	G4	+
G2	G13	-
G2	G3	-
G2	G43	-
G2	G6	-
G2	G56	-
G2	G58	-
G2	G7	-
G2	G19	+
G2	G40	+
G2	G5	+
G2	G42	+
G2	G44	+
G2	G50	+
G2	G72	+
G11	G5	-
G11	G3	+
G12	G3	-
G12	G6	+
G12	G69	+
G13	G2	-
G13	G46	-
G13	G47	-
G13	G26	+
G14	G31	-
G14	G50	-
G15	G2	+
G15	G64	+
G16	G2	-
G16	G28	-
G17	G14	-
G17	G53	-
G18	G14	-
G18	G7	+
G19	G32	-
G19	G2	+
G20	G4	-
G20	G38	+
G3	G1	-
G3	G15	-
G3	G17	-
G3	G24	-
G3	G54	-
G3	G62	-
G3	G14	+
G3	G22	+
G3	G34	+
G3	G35	+
G3	G45	+
G3	G46	+
G3	G57	+
G3	G9	+
G3	G10	+
G21	G2	-
G21	G18	+
G22	G3	-
G23	G10	-
G23	G66	+
G24	G3	+
G24	G27	+
G24	G38	+
G25	G2	-
G25	G3	-
G27	G3	+
G28	G20	-
G28	G29	+
G29	G2	-
G29	G48	-
G29	G70	-
G29	G51	+
G30	G76	-
G30	G2	+
G4	G3	+
G4	G8	+
G31	G4	+
G31	G48	+
G33	G2	+
G33	G3	+
G33	G63	+
G34	G2	+
G34	G47	+
G36	G78	-
G36	G1	+
G36	G16	+
G37	G12	+
G39	G14	+
G40	G2	-
G5	G2	-
G5	G67	-
G5	G14	+
G41	G29	-
G41	G4	+
G42	G29	-
G43	G33	+
G44	G2	+
G45	G3	+
G49	G3	-
G49	G10	+
G6	G16	-
G6	G30	-
G6	G37	-
G6	G4	+
G6	G39	+
G6	G64	+
G51	G10	-
G52	G3	-
G52	G34	+
G53	G3	-
G54	G3	-
G54	G70	-
G55	G10	-
G55	G2	+
G55	G73	+
G56	G28	-
G58	G1	+
G59	G3	+
G59	G23	+
G60	G2	+
G7	G26	-
G61	G3	-
G61	G28	+
G61	G65	+
G62	G2	-
G63	G60	+
G64	G77	+
G65	G61	+
G66	G2	-
G67	G34	-
G68	G2	-
G68	G14	+
G8	G3	-
G8	G32	+
G71	G2	-
G71	G6	-
G72	G1	-
G73	G3	+
G74	G57	+
G74	G8	+
G75	G49	-
G75	G62	-
G76	G13	+
G77	G3	+
G78	G60	-
G79	G2	+
G79	G23	+
G80	G2	+
G80	G32	+
G9	G3	-
G9	G57	-
G9	G69	+
G10	G23	-
G10	G2	+
G10	G20	+
G10	G35	+
